src,tgt
"In World War II, he was awarded the Military Cross for gallantry.",দ্বিতীয় বিশ্বযুদ্ধত তেওঁক সাহসিকতাৰ বাবে মিলিটেৰী ক্ৰছেৰে ভূষিত কৰা হৈছিল।
"His active military career spanned four decades and five wars, beginning with service in the British Indian Army in World War II.",দ্বিতীয় বিশ্বযুদ্ধত ব্ৰিটিছ ভাৰতীয় সেনাবাহিনীত সেৱাৰ পৰা আৰম্ভ কৰা তেওঁৰ সক্ৰিয় সামৰিক জীৱন চাৰিটা দশক আৰু পাঁচখন যুদ্ধত বিস্তৃত হৈ আছিল।
"Bhimsinha offers to surrender his wife to Alauddin to protect Chittor, but his fellow Rajputs refuse the offer.","ভীমসিংহই চিত্তোৰক সুৰক্ষা দিবলৈ আলাউদ্দিনৰ হাতত পত্নীক সমৰ্পণ কৰাৰ প্ৰস্তাব দিয়ে, কিন্তু তেওঁৰ সঙ্গী ৰাজপুতসকলে এই প্ৰস্তাৱ নাকচ কৰে।"
"The lineage of Lakshmansinha survives through Arun's son, with a poor forest-dwelling woman named Rukma.",ৰুক্মা নামৰ এগৰাকী দুখীয়া বনবাসী মহিলাৰ সৈতে হোৱা অৰুণৰ পুত্রৰ মাজত লক্ষ্মণসিংহৰ বংশ জীয়াই আছে।
"Alauddin captures Bhimsinha using deceit, but Padmini manages to rescue him using the palanquin trick; another noted warrior Gora is killed in this mission.","আলাউদ্দীনে প্ৰবঞ্চনা কৰি ভীমসিংহক বন্দী কৰে, কিন্তু পদ্মিনীয়ে পাল্কীৰ কৌশল ব্যৱহাৰ কৰি ভীমসিংহক উদ্ধাৰ কৰিবলৈ সক্ষম হয়; এই অভিযানত আন এগৰাকী বিখ্যাত যোদ্ধা গোৰা নিহত হয়।"
Rangalal Bandyopadhyay's patriotic and narrative poem Padmni Upakhyan based on the story of Rajput queen Padmini was published in 1858.,১৮৫৮ চনত ৰাজপুত ৰাণী পদ্মিনীৰ কাহিনীৰ ওপৰত আধাৰিত ৰঙ্গলাল বন্দ্যোপাধ্যায়ৰ দেশপ্ৰেমমূলক আৰু আখ্যানমূলক কবিতা পদ্মিনী উপাখ্যান প্ৰকাশ পাইছিল।
Syed Alaol composed the epic poem Padmavati in mid-17th century which was influenced by Jayasi's text.,"সপ্তদশ শতিকাৰ মাজভাগত চৈয়দ আলাওলে খণ্ডকাব্য পদ্মাৱতী ৰচনা কৰিছিল, যি জয়সীৰ লিখনিৰ দ্বাৰা প্ৰভাৱিত হৈছিল।"
"After negotiations, Alauddin restricted his demand to merely seeing Padmini's beauty through a mirror and doing so alone as a symbol of trust.","আলাপ-আলোচনাৰ পাছত আলাউদ্দিনে নিজৰ দাবী কেৱল পদ্মিনীৰ সৌন্দৰ্য্যক এখন আইনাৰ জৰিয়তে ক্ষন্তেকৰ বাবে দেখাতে সীমাবদ্ধ কৰিছিল, আৰু সেইয়াও অকল বিশ্বাসৰ প্রতীক হিচাপেহে।"
"According to Tod's version, Padmini was the daughter of Hamir Sank, the Chauhan ruler of Ceylon.",টডৰ সংস্কৰণ অনুসৰি পদ্মিণী চিলনৰ চৌহান শাসক হামিৰ ছাংকৰ কন্যা আছিল।
"Tod mentioned several manuscripts, inscriptions and persons as his sources for the information compiled in the book.","টডে কিতাপখনত সংকলিত তথ্যৰ উৎস হিচাপে কেইবাখনো পাণ্ডুলিপি, খোদিত লিপি আৰু কেবাজনো ব্যক্তিক উল্লেখ কৰিছিল।"
The frightened nobles of Chittor considered surrendering Padmini to Alauddin.,চিত্তোৰৰ আতংকিত সম্ভ্রান্ত লোকসকলে পদ্মিনীক আলাউদ্দিনৰ হাতত সমর্পণ কৰাৰ কথা ভাবিছিল।
"Ratan Sen crossed the sea with the help of another ascetic, and then defeated the king of Singhal in a game of chess.","ৰতন সেনে আন এজন সন্ন্যাসীৰ সহায়ত সাগৰ পাৰ হৈছিল, আৰু তাৰ পিছত এক দবা খেলত সিংঘলৰ ৰজাক পৰাস্ত কৰিছিল।"
"One day, the king expressed dissatisfaction with the food she had prepared.",এদিন ৰজাই তেওঁ ৰন্ধা আহাৰৰ প্ৰতি অসন্তুষ্টি প্ৰকাশ কৰিছিল।
"With these gifts, Ratan Sen arranged a new retinue at Puri and returned to Chittor with Padmavati.",এই উপহাৰসমূহৰ জৰিয়তে ৰতন সেনে পুৰীত এদল নতুন অনুচৰৰ ব্যৱস্থা কৰিছিল আৰু পদ্মাৱতীৰ লগত চিত্তোৰলৈ ঘূৰি আহিছিল।
"Padmavati was marooned on the island of Lacchmi, the daughter of the Ocean God.",পদ্মাৱতী সমুদ্র দেৱতাৰ কন্যা লচ্চমীৰ দ্বীপত আৱদ্ধ হৈ আছিল।
"Sometime later, Ratan Sen learned from a messenger bird that his first wife Nagmati is longing for him, back in Chittor.",কিছু সময়ৰ পিছত ৰতন সেনে এক বার্তাবাহক পক্ষীৰ পৰা জানিব পাৰিছিল যে তেখেতৰ প্ৰথম পত্নী নাগমতীয়ে চিত্তোৰত তেওঁৰ বাবে অতি আগ্রহেৰে বাট চাই আছে।
"In desolation, he decided to immolate himself, but was interrupted by the deities Shiva and Parvati.","বিষণ্ণতাত তেওঁ আত্মহুতি দিয়াৰ সিদ্ধান্ত লৈছিল, কিন্তু দেৱ-দেৱতা শিৱ আৰু পাৰ্বতীৰ দ্বাৰা বাধাপ্রাপ্ত হৈছিল।"
"She and the parrot together studied the Vedas, the Hindu scriptures.","তেখেত আৰু ভাটৌটোৱে একেলগে হিন্দু শাস্ত্ৰ, বেদ অধ্যয়ন কৰিছিল।"
Jayasi's compositions spread in the Sufi tradition across the Indian subcontinent.,জয়সীৰ ৰচনাবোৰ ভাৰতীয় উপমহাদেশত চুফী পৰম্পৰাত বিয়পি পৰিছিল।
Several 16th-century texts survive that offer varying accounts of Rani Padmini's life.,ষোড়শ শতিকাৰ কেইবাখনো গ্ৰন্থ এতিয়াও আছে যিবোৰে ৰাণী পদ্মিনীৰ জীৱন সম্পৰ্কে বিভিন্ন বিৱৰণী আগবঢ়ায়।
"Over the years she came to be seen as a historical figure and appeared in several novels, plays, television serials and movies.","বছৰৰ  পাছত বছৰ ধৰি তেওঁক এগৰাকী ঐতিহাসিক ব্যক্তিৰূপে গণ্য কৰা হৈছে আৰু বহুটো উপন্যাস, নাটক, টেলিভিছন ধাৰাবাহিক আৰু চিনেমাত দেখা গৈছে।"
These versions differ from the Sufi poet Jayasi's version.,এই সংস্কৰণসমূহ চুফী কবি জয়সীৰ সংস্কৰণৰ পৰা পৃথক।
His claim that he too was a farmer in the advertisements was questioned in courts.,বিজ্ঞাপনসমূহত তেৱোঁ এগৰাকী কৃষক আছিল বুলি তেওঁ কৰা দাবীক আদালতত প্ৰশ্ন কৰা হৈছিল।
"Bachchan's old friend, Amar Singh, helped him during the financial crisis caused by the failure of his company, ABCL.",বচ্চনৰ পুৰণি বন্ধু অমৰ সিঙে তেওঁৰ কোম্পানী এবিচিএল-ৰ বিফলতাৰ ফলত সৃষ্টি হোৱা বিত্তীয় সংকটৰ সময়ত তেওঁক সহায় কৰিছিল।
"In October 2017, it was announced that Bachchan will appear in Ayan Mukerji's Brahmastra, alongside Ranbir Kapoor, Mouni Roy and Alia Bhatt.","২০১৭ চনৰ অক্টোবৰত ঘোষণা কৰা হৈছিল যে বচ্চনে ৰণবীৰ কাপুৰ, মৌনী ৰয় আৰু আলিয়া ভট্টৰ লগত আয়ান মুখার্জীৰ ব্ৰহ্মাস্ত্র-ত অভিনয় কৰিব।"
